user_id,seq_id,group_grade,max_seq_grade,seq_grade,chapter_id
2325784,3-5,0.00666666666667,0.00666666666667,1.0,3
2325784,3-6,0.04,0.04,1.0,3
2325784,4-0,0.005,0.005,1.0,4
2325784,4-2,0.005,0.005,1.0,4
2325784,4-4,0.005,0.005,1.0,4
2325784,4-5,0.005,0.005,1.0,4
2325784,5-0,0.0,0.00666666666667,0.0,5
2325784,5-1,0.00666666666667,0.00666666666667,1.0,5
2325784,5-2,0.00666666666667,0.00666666666667,1.0,5
2325784,6-0,0.00333333333333,0.00666666666667,0.5,6
2325784,6-1,0.00666666666667,0.00666666666667,1.0,6
2325784,6-2,0.00333333333333,0.00666666666667,0.5,6
2325785,1-0,0.0,0.0,,1
2325785,1-2,0.0,0.0,,1
2325785,1-3,0.02,0.02,1.0,1
2325785,1-5,0.04,0.04,1.0,1
2325785,2-0,0.005,0.005,1.0,2
2325785,2-1,0.005,0.005,1.0,2
2325785,2-3,0.005,0.005,1.0,2
2325785,2-4,0.005,0.005,1.0,2
2325785,2-6,0.04,0.04,1.0,2
2325785,3-1,0.00666666666667,0.00666666666667,1.0,3
2325785,3-4,0.00666666666667,0.00666666666667,1.0,3
2325785,3-5,0.00666666666667,0.00666666666667,1.0,3
2325785,3-6,0.04,0.04,1.0,3
2325785,4-0,0.005,0.005,1.0,4
2325785,4-2,0.005,0.005,1.0,4
2325785,4-4,0.005,0.005,1.0,4
2325785,4-5,0.005,0.005,1.0,4
2325785,5-1,0.00666666666667,0.00666666666667,1.0,5
2325785,5-2,0.00666666666667,0.00666666666667,1.0,5
2325785,6-0,0.00666666666667,0.00666666666667,1.0,6
2325785,6-1,0.00666666666667,0.00666666666667,1.0,6
2325785,6-2,0.00666666666667,0.00666666666667,1.0,6
2326373,1-0,0.0,0.0,,1
2326373,1-2,0.0,0.0,,1
2326373,1-3,0.02,0.02,1.0,1
2326373,1-5,0.04,0.04,1.0,1
2326373,2-0,0.005,0.005,1.0,2
2326373,2-1,0.005,0.005,1.0,2
2326373,2-3,0.005,0.005,1.0,2
2326373,2-4,0.005,0.005,1.0,2
2326373,2-6,0.04,0.04,1.0,2
2327647,1-0,0.0,0.0,,1
2327647,1-2,0.0,0.0,,1
2327647,1-3,0.02,0.02,1.0,1
2327647,1-5,0.04,0.04,1.0,1
2327647,2-0,0.005,0.005,1.0,2
2327647,2-1,0.005,0.005,1.0,2
2327647,2-3,0.005,0.005,1.0,2
2327647,2-4,0.005,0.005,1.0,2
2327647,2-6,0.04,0.04,1.0,2
2327647,3-1,0.00666666666667,0.00666666666667,1.0,3
2327647,3-4,0.00666666666667,0.00666666666667,1.0,3
2327647,3-5,0.00666666666667,0.00666666666667,1.0,3
2327647,3-6,0.04,0.04,1.0,3
2327647,4-0,0.0,0.005,0.0,4
2327647,4-2,0.0,0.005,0.0,4
2327647,4-4,0.0,0.005,0.0,4
2327647,4-5,0.005,0.005,1.0,4
2327931,1-0,0.0,0.0,,1
2327931,1-2,0.0,0.0,,1
2327931,1-3,0.02,0.02,1.0,1
2327931,1-5,0.04,0.04,1.0,1
2327931,2-0,0.005,0.005,1.0,2
2327931,2-1,0.005,0.005,1.0,2
2327931,2-3,0.005,0.005,1.0,2
2327931,2-4,0.005,0.005,1.0,2
2327931,2-6,0.04,0.04,1.0,2
2327931,3-1,0.00666666666667,0.00666666666667,1.0,3
2327931,3-4,0.00666666666667,0.00666666666667,1.0,3
2327931,3-5,0.00666666666667,0.00666666666667,1.0,3
2327931,3-6,0.04,0.04,1.0,3
2327931,4-0,0.005,0.005,1.0,4
2327931,4-2,0.0,0.005,0.0,4
2327931,4-4,0.005,0.005,1.0,4
2327931,4-5,0.005,0.005,1.0,4
2327931,5-0,0.00666666666667,0.00666666666667,1.0,5
2327931,5-1,0.00666666666667,0.00666666666667,1.0,5
2327931,5-2,0.00666666666667,0.00666666666667,1.0,5
2327931,5-4,0.04,0.04,1.0,5
2327931,6-0,0.00333333333333,0.00666666666667,0.5,6
2327931,6-1,0.00666666666667,0.00666666666667,1.0,6
2327931,6-2,0.00666666666667,0.00666666666667,1.0,6
2329014,1-0,0.0,0.0,,1
2329014,1-5,0.04,0.04,1.0,1
2329014,2-0,0.005,0.005,1.0,2
2329014,2-1,0.005,0.005,1.0,2
2329014,2-3,0.005,0.005,1.0,2
2329014,2-4,0.005,0.005,1.0,2
2329014,2-6,0.0266666666667,0.04,0.666666666667,2
2329014,3-1,0.00666666666667,0.00666666666667,1.0,3
2329014,3-4,0.0,0.00666666666667,0.0,3
2329014,3-5,0.00666666666667,0.00666666666667,1.0,3
2329014,3-6,0.04,0.04,1.0,3
2329014,4-0,0.005,0.005,1.0,4
2329014,4-2,0.0,0.005,0.0,4
2329014,4-4,0.0,0.005,0.0,4
2329014,4-5,0.005,0.005,1.0,4
2329014,5-0,0.00666666666667,0.00666666666667,1.0,5
2329014,5-1,0.00666666666667,0.00666666666667,1.0,5
2330598,1-0,0.0,0.0,,1
2330598,1-2,0.0,0.0,,1
2330598,1-3,0.01,0.02,0.5,1
2330598,1-5,0.04,0.04,1.0,1
2330598,2-0,0.005,0.005,1.0,2
2330598,2-1,0.005,0.005,1.0,2
2330598,2-3,0.005,0.005,1.0,2
2330598,2-4,0.005,0.005,1.0,2
2330598,2-6,0.04,0.04,1.0,2
2330598,3-1,0.00666666666667,0.00666666666667,1.0,3
2330598,3-4,0.00666666666667,0.00666666666667,1.0,3
2330598,3-5,0.00666666666667,0.00666666666667,1.0,3
2330598,3-6,0.04,0.04,1.0,3
2330598,4-0,0.005,0.005,1.0,4
2330598,4-2,0.0,0.005,0.0,4
2330598,4-4,0.005,0.005,1.0,4
2330598,4-5,0.0,0.005,0.0,4
2330598,5-0,0.00666666666667,0.00666666666667,1.0,5
2330598,5-1,0.00666666666667,0.00666666666667,1.0,5
2330598,5-2,0.00666666666667,0.00666666666667,1.0,5
2330598,7-1,0.01,0.01,1.0,7
2330889,1-2,0.0,0.0,,1
2330889,2-0,0.001,0.005,0.2,2
2330889,2-1,0.005,0.005,1.0,2
2330889,2-3,0.005,0.005,1.0,2
2330889,2-4,0.005,0.005,1.0,2
2330889,2-6,0.04,0.04,1.0,2
2330889,3-1,0.00666666666667,0.00666666666667,1.0,3
2330889,3-4,0.0,0.00666666666667,0.0,3
2330889,3-6,0.00571428571429,0.04,0.142857142857,3
2330889,4-0,0.005,0.005,1.0,4
2330889,4-2,0.005,0.005,1.0,4
2330889,4-4,0.0,0.005,0.0,4
2330889,7-1,0.00333333333333,0.01,0.333333333333,7
2332878,1-0,0.0,0.0,,1
2332878,1-2,0.0,0.0,,1
2332878,1-3,0.01,0.02,0.5,1
2332878,1-5,0.04,0.04,1.0,1
2332878,4-0,0.0,0.005,0.0,4
2332878,4-2,0.0,0.005,0.0,4
2332878,4-4,0.0,0.005,0.0,4
2334330,1-2,0.0,0.0,,1
2334330,2-0,0.005,0.005,1.0,2
2334330,2-1,0.005,0.005,1.0,2
2334330,2-3,0.005,0.005,1.0,2
2334330,2-4,0.005,0.005,1.0,2
2334330,2-6,0.04,0.04,1.0,2
2334330,3-1,0.00666666666667,0.00666666666667,1.0,3
2334330,3-4,0.00666666666667,0.00666666666667,1.0,3
2334330,3-6,0.04,0.04,1.0,3
2334330,5-0,0.00666666666667,0.00666666666667,1.0,5
2334330,5-1,0.00333333333333,0.00666666666667,0.5,5
2334330,5-2,0.00666666666667,0.00666666666667,1.0,5
2334330,5-4,0.0133333333333,0.04,0.333333333333,5
2334542,1-0,0.0,0.0,,1
2334542,1-3,0.01,0.02,0.5,1
2334542,1-5,0.04,0.04,1.0,1
2334542,2-0,0.005,0.005,1.0,2
2334542,2-1,0.005,0.005,1.0,2
2334542,2-3,0.005,0.005,1.0,2
2334542,2-4,0.005,0.005,1.0,2
2335474,1-3,0.01,0.02,0.5,1
2335474,1-5,0.04,0.04,1.0,1
2335474,2-0,0.005,0.005,1.0,2
2335474,2-1,0.005,0.005,1.0,2
2335474,2-3,0.005,0.005,1.0,2
2335474,2-4,0.005,0.005,1.0,2
2335474,2-6,0.04,0.04,1.0,2
2335474,3-1,0.00666666666667,0.00666666666667,1.0,3
2335474,4-2,0.005,0.005,1.0,4
2335474,4-4,0.0,0.005,0.0,4
2335474,4-5,0.005,0.005,1.0,4
2336744,1-0,0.0,0.0,,1
2336744,1-2,0.0,0.0,,1
2336744,1-3,0.01,0.02,0.5,1
2336744,1-5,0.0,0.04,0.0,1
2336744,2-0,0.001,0.005,0.2,2
2336744,2-1,0.005,0.005,1.0,2
2336744,2-3,0.005,0.005,1.0,2
2336744,2-4,0.005,0.005,1.0,2
2336747,1-0,0.0,0.0,,1
2336747,1-2,0.0,0.0,,1
2336747,1-3,0.01,0.02,0.5,1
2336747,1-5,0.0,0.04,0.0,1
2336747,2-0,0.001,0.005,0.2,2
2336747,2-1,0.005,0.005,1.0,2
2336747,2-3,0.005,0.005,1.0,2
2336747,2-4,0.0,0.005,0.0,2
2336849,1-3,0.01,0.02,0.5,1
2336849,1-5,0.04,0.04,1.0,1
2336849,2-0,0.002,0.005,0.4,2
2336849,2-1,0.005,0.005,1.0,2
2336849,2-3,0.0,0.005,0.0,2
2336849,2-4,0.005,0.005,1.0,2
2336849,2-6,0.04,0.04,1.0,2
2336849,3-1,0.00666666666667,0.00666666666667,1.0,3
2336849,6-0,0.00333333333333,0.00666666666667,0.5,6
2336849,6-1,0.0,0.00666666666667,0.0,6
2336964,1-0,0.0,0.0,,1
2336964,1-2,0.0,0.0,,1
2336964,1-3,0.02,0.02,1.0,1
2336964,1-5,0.04,0.04,1.0,1
2336964,10-0,0.01,0.01,1.0,10
2336964,12-1,0.144,0.4,0.36,12
2336964,2-0,0.005,0.005,1.0,2
2336964,2-1,0.005,0.005,1.0,2
2336964,2-3,0.005,0.005,1.0,2
2336964,2-4,0.005,0.005,1.0,2
2336964,2-6,0.04,0.04,1.0,2
2336964,3-1,0.00666666666667,0.00666666666667,1.0,3
2336964,3-4,0.00666666666667,0.00666666666667,1.0,3
2336964,3-5,0.00666666666667,0.00666666666667,1.0,3
2336964,3-6,0.04,0.04,1.0,3
2336964,4-0,0.005,0.005,1.0,4
2336964,4-2,0.0,0.005,0.0,4
2336964,4-4,0.0,0.005,0.0,4
2336964,4-5,0.005,0.005,1.0,4
2336964,5-0,0.00666666666667,0.00666666666667,1.0,5
2336964,5-1,0.00666666666667,0.00666666666667,1.0,5
2336964,5-2,0.00666666666667,0.00666666666667,1.0,5
2336964,5-4,0.04,0.04,1.0,5
2336964,6-0,0.00666666666667,0.00666666666667,1.0,6
2336964,6-1,0.00666666666667,0.00666666666667,1.0,6
2336964,6-2,0.00666666666667,0.00666666666667,1.0,6
2336964,7-1,0.01,0.01,1.0,7
2336964,7-2,0.01,0.01,1.0,7
2336964,7-4,0.04,0.04,1.0,7
2336964,8-0,0.005,0.01,0.5,8
2336964,8-1,0.01,0.01,1.0,8
2336964,8-2,0.032,0.04,0.8,8
2336964,9-0,0.01,0.01,1.0,9
2336964,9-1,0.01,0.01,1.0,9
2337002,1-0,0.0,0.0,,1
2337002,1-2,0.0,0.0,,1
2337002,1-3,0.01,0.02,0.5,1
2337002,1-5,0.04,0.04,1.0,1
2337002,2-0,0.005,0.005,1.0,2
2337002,2-1,0.005,0.005,1.0,2
2337002,2-3,0.005,0.005,1.0,2
2337002,2-4,0.005,0.005,1.0,2
2337002,2-6,0.04,0.04,1.0,2
2337002,3-1,0.00666666666667,0.00666666666667,1.0,3
2337002,3-4,0.00666666666667,0.00666666666667,1.0,3
2337002,3-5,0.00666666666667,0.00666666666667,1.0,3
2337002,3-6,0.04,0.04,1.0,3
2337002,4-0,0.005,0.005,1.0,4
2337002,4-2,0.005,0.005,1.0,4
2337002,4-4,0.005,0.005,1.0,4
2337002,4-5,0.005,0.005,1.0,4
2337002,5-0,0.00666666666667,0.00666666666667,1.0,5
2337002,5-1,0.00666666666667,0.00666666666667,1.0,5
2337002,5-2,0.00666666666667,0.00666666666667,1.0,5
2337200,1-3,0.02,0.02,1.0,1
2337200,1-5,0.04,0.04,1.0,1
2337200,10-0,0.01,0.01,1.0,10
2337200,10-1,0.01,0.01,1.0,10
2337200,12-1,0.296,0.4,0.74,12
2337200,2-0,0.001,0.005,0.2,2
2337200,2-1,0.005,0.005,1.0,2
2337200,2-3,0.005,0.005,1.0,2
2337200,2-4,0.005,0.005,1.0,2
2337200,2-6,0.04,0.04,1.0,2
2337200,3-1,0.00666666666667,0.00666666666667,1.0,3
2337200,3-4,0.00666666666667,0.00666666666667,1.0,3
2337200,3-5,0.00666666666667,0.00666666666667,1.0,3
2337200,3-6,0.0308571428571,0.04,0.771428571429,3
2337200,4-0,0.005,0.005,1.0,4
2337200,4-2,0.005,0.005,1.0,4
2337200,4-4,0.005,0.005,1.0,4
2337200,4-5,0.005,0.005,1.0,4
2337200,5-0,0.00666666666667,0.00666666666667,1.0,5
2337200,5-1,0.00666666666667,0.00666666666667,1.0,5
2337200,5-2,0.00666666666667,0.00666666666667,1.0,5
2337200,5-4,0.0,0.04,0.0,5
2337200,6-0,0.00666666666667,0.00666666666667,1.0,6
2337200,6-1,0.00666666666667,0.00666666666667,1.0,6
2337200,6-2,0.00666666666667,0.00666666666667,1.0,6
2337200,7-1,0.00666666666667,0.01,0.666666666667,7
2337200,9-0,0.01,0.01,1.0,9
2338177,1-2,0.0,0.0,,1
2338177,1-3,0.02,0.02,1.0,1
2338177,1-5,0.0,0.04,0.0,1
2338177,2-0,0.005,0.005,1.0,2
2338177,2-1,0.0,0.005,0.0,2
2338177,2-3,0.005,0.005,1.0,2
2338177,2-4,0.005,0.005,1.0,2
2338177,2-6,0.04,0.04,1.0,2
2338177,3-1,0.00666666666667,0.00666666666667,1.0,3
2338177,3-4,0.00666666666667,0.00666666666667,1.0,3
2338177,3-5,0.00666666666667,0.00666666666667,1.0,3
2338177,3-6,0.04,0.04,1.0,3
2338177,4-0,0.005,0.005,1.0,4
2338177,4-2,0.0,0.005,0.0,4
2338177,4-4,0.005,0.005,1.0,4
2338177,4-5,0.005,0.005,1.0,4
2338177,5-0,0.00666666666667,0.00666666666667,1.0,5
2338177,5-1,0.00666666666667,0.00666666666667,1.0,5
2338177,5-2,0.00666666666667,0.00666666666667,1.0,5
2338177,5-4,0.04,0.04,1.0,5
2338177,6-0,0.00333333333333,0.00666666666667,0.5,6
2338177,6-1,0.00666666666667,0.00666666666667,1.0,6
2338177,6-2,0.00333333333333,0.00666666666667,0.5,6
2339013,1-0,0.0,0.0,,1
2339013,1-2,0.0,0.0,,1
2339013,1-3,0.02,0.02,1.0,1
2339013,1-5,0.04,0.04,1.0,1
2339013,2-0,0.005,0.005,1.0,2
2339013,2-1,0.0,0.005,0.0,2
2339013,2-3,0.005,0.005,1.0,2
2339013,2-4,0.0,0.005,0.0,2
2339022,1-0,0.0,0.0,,1
2339022,1-2,0.0,0.0,,1
2339022,1-3,0.01,0.02,0.5,1
2339022,1-5,0.04,0.04,1.0,1
2339022,10-0,0.01,0.01,1.0,10
2339022,10-1,0.01,0.01,1.0,10
2339022,11-1,0.04,0.14,0.285714285714,11
2339022,11-2,0.06,0.06,1.0,11
2339022,12-1,0.232,0.4,0.58,12
2339022,2-0,0.005,0.005,1.0,2
2339022,2-1,0.005,0.005,1.0,2
2339022,2-3,0.005,0.005,1.0,2
2339022,2-4,0.0,0.005,0.0,2
2339022,2-6,0.04,0.04,1.0,2
2339022,3-1,0.00666666666667,0.00666666666667,1.0,3
2339022,3-4,0.00666666666667,0.00666666666667,1.0,3
2339022,3-5,0.00666666666667,0.00666666666667,1.0,3
2339022,3-6,0.04,0.04,1.0,3
2339022,4-0,0.005,0.005,1.0,4
2339022,4-2,0.0,0.005,0.0,4
2339022,4-4,0.005,0.005,1.0,4
2339022,4-5,0.005,0.005,1.0,4
2339022,5-0,0.00666666666667,0.00666666666667,1.0,5
2339022,5-1,0.00666666666667,0.00666666666667,1.0,5
2339022,5-2,0.00666666666667,0.00666666666667,1.0,5
2339022,5-4,0.04,0.04,1.0,5
2339022,6-0,0.00666666666667,0.00666666666667,1.0,6
2339022,6-1,0.00666666666667,0.00666666666667,1.0,6
2339022,6-2,0.00666666666667,0.00666666666667,1.0,6
2339022,7-1,0.01,0.01,1.0,7
2339022,7-2,0.01,0.01,1.0,7
2339022,7-4,0.04,0.04,1.0,7
2339022,8-0,0.005,0.01,0.5,8
2339022,8-1,0.01,0.01,1.0,8
2339022,8-2,0.04,0.04,1.0,8
2339022,9-0,0.01,0.01,1.0,9
2339022,9-1,0.01,0.01,1.0,9
2339126,1-3,0.02,0.02,1.0,1
2339126,1-5,0.04,0.04,1.0,1
2339126,4-0,0.005,0.005,1.0,4
2339126,4-2,0.005,0.005,1.0,4
2339126,4-4,0.0,0.005,0.0,4
2339126,4-5,0.005,0.005,1.0,4
2339126,5-0,0.00666666666667,0.00666666666667,1.0,5
2339126,5-1,0.00666666666667,0.00666666666667,1.0,5
2339126,5-2,0.00666666666667,0.00666666666667,1.0,5
2339126,5-4,0.04,0.04,1.0,5
2339126,6-0,0.00666666666667,0.00666666666667,1.0,6
2339126,6-1,0.00666666666667,0.00666666666667,1.0,6
2339126,6-2,0.00666666666667,0.00666666666667,1.0,6
2339126,7-1,0.01,0.01,1.0,7
2339126,7-4,0.02,0.04,0.5,7
2339126,8-0,0.01,0.01,1.0,8
2339126,8-1,0.01,0.01,1.0,8
2339126,8-2,0.04,0.04,1.0,8
2339228,1-3,0.01,0.02,0.5,1
2339228,1-5,0.04,0.04,1.0,1
2339228,2-0,0.005,0.005,1.0,2
2339228,2-1,0.005,0.005,1.0,2
2339228,2-3,0.005,0.005,1.0,2
2339228,2-4,0.005,0.005,1.0,2
2340818,1-0,0.0,0.0,,1
2340818,1-2,0.0,0.0,,1
2340818,1-3,0.02,0.02,1.0,1
2340818,1-5,0.04,0.04,1.0,1
2340818,10-0,0.01,0.01,1.0,10
2340818,10-1,0.01,0.01,1.0,10
2340818,12-1,0.24,0.4,0.6,12
2340818,2-0,0.005,0.005,1.0,2
2340818,2-1,0.005,0.005,1.0,2
2340818,2-3,0.005,0.005,1.0,2
2340818,2-4,0.005,0.005,1.0,2
2340818,2-6,0.04,0.04,1.0,2
2340818,3-1,0.00666666666667,0.00666666666667,1.0,3
2340818,3-4,0.00666666666667,0.00666666666667,1.0,3
2340818,3-5,0.00666666666667,0.00666666666667,1.0,3
2340818,3-6,0.04,0.04,1.0,3
2340818,4-0,0.005,0.005,1.0,4
2340818,4-2,0.005,0.005,1.0,4
2340818,4-4,0.005,0.005,1.0,4
2340818,4-5,0.005,0.005,1.0,4
2340818,5-0,0.00666666666667,0.00666666666667,1.0,5
2340818,5-1,0.00666666666667,0.00666666666667,1.0,5
2340818,5-2,0.00666666666667,0.00666666666667,1.0,5
2340818,5-4,0.04,0.04,1.0,5
2340818,6-0,0.00666666666667,0.00666666666667,1.0,6
2340818,6-1,0.00666666666667,0.00666666666667,1.0,6
2340818,6-2,0.00666666666667,0.00666666666667,1.0,6
2340818,7-1,0.01,0.01,1.0,7
2340818,7-2,0.01,0.01,1.0,7
2340818,8-0,0.01,0.01,1.0,8
2340985,1-0,0.0,0.0,,1
2340985,1-2,0.0,0.0,,1
2340985,1-3,0.01,0.02,0.5,1
2340985,1-5,0.04,0.04,1.0,1
2340985,2-1,0.005,0.005,1.0,2
2340985,2-3,0.005,0.005,1.0,2
2340985,2-4,0.005,0.005,1.0,2
2342704,1-0,0.0,0.0,,1
2342704,1-2,0.0,0.0,,1
2342704,1-3,0.01,0.02,0.5,1
2342704,1-5,0.04,0.04,1.0,1
2342704,10-0,0.01,0.01,1.0,10
2342704,10-1,0.01,0.01,1.0,10
2342704,11-1,0.14,0.14,1.0,11
2342704,11-2,0.06,0.06,1.0,11
2342704,12-1,0.336,0.4,0.84,12
2342704,2-0,0.005,0.005,1.0,2
2342704,2-1,0.005,0.005,1.0,2
2342704,2-3,0.005,0.005,1.0,2
2342704,2-4,0.005,0.005,1.0,2
2342704,2-6,0.04,0.04,1.0,2
2342704,3-1,0.00666666666667,0.00666666666667,1.0,3
2342704,3-4,0.00666666666667,0.00666666666667,1.0,3
2342704,3-5,0.00666666666667,0.00666666666667,1.0,3
2342704,3-6,0.04,0.04,1.0,3
2342704,4-0,0.005,0.005,1.0,4
2342704,4-2,0.0,0.005,0.0,4
2342704,4-4,0.005,0.005,1.0,4
2342704,4-5,0.005,0.005,1.0,4
2342704,5-0,0.00666666666667,0.00666666666667,1.0,5
2342704,5-1,0.00666666666667,0.00666666666667,1.0,5
2342704,5-2,0.00666666666667,0.00666666666667,1.0,5
2342704,5-4,0.04,0.04,1.0,5
2342704,6-0,0.00666666666667,0.00666666666667,1.0,6
2342704,6-1,0.00666666666667,0.00666666666667,1.0,6
2342704,6-2,0.00666666666667,0.00666666666667,1.0,6
2342704,7-1,0.01,0.01,1.0,7
2342704,7-2,0.01,0.01,1.0,7
2342704,7-4,0.04,0.04,1.0,7
2342704,8-0,0.01,0.01,1.0,8
2342704,9-0,0.01,0.01,1.0,9
2342704,9-1,0.01,0.01,1.0,9
2343683,1-0,0.0,0.0,,1
2343683,1-3,0.01,0.02,0.5,1
2343683,2-0,0.005,0.005,1.0,2
2343683,2-1,0.005,0.005,1.0,2
2343683,2-3,0.005,0.005,1.0,2
2343683,2-4,0.005,0.005,1.0,2
2343683,2-6,0.04,0.04,1.0,2
2343683,3-1,0.00666666666667,0.00666666666667,1.0,3
2343683,3-4,0.00666666666667,0.00666666666667,1.0,3
2343683,3-5,0.00666666666667,0.00666666666667,1.0,3
2343683,3-6,0.04,0.04,1.0,3
2343683,4-0,0.0,0.005,0.0,4
2343683,4-2,0.005,0.005,1.0,4
2343683,4-4,0.0,0.005,0.0,4
2343683,4-5,0.005,0.005,1.0,4
2343683,5-0,0.00666666666667,0.00666666666667,1.0,5
2343683,5-1,0.00666666666667,0.00666666666667,1.0,5
2343683,5-2,0.00333333333333,0.00666666666667,0.5,5
2344244,1-2,0.0,0.0,,1
2344244,1-3,0.02,0.02,1.0,1
2344244,1-5,0.04,0.04,1.0,1
2344244,10-0,0.01,0.01,1.0,10
2344244,10-1,0.01,0.01,1.0,10
2344244,12-1,0.368,0.4,0.92,12
2344244,2-0,0.005,0.005,1.0,2
2344244,2-1,0.005,0.005,1.0,2
2344244,2-3,0.005,0.005,1.0,2
2344244,2-4,0.005,0.005,1.0,2
2344244,2-6,0.04,0.04,1.0,2
2344244,3-1,0.00666666666667,0.00666666666667,1.0,3
2344244,3-4,0.00666666666667,0.00666666666667,1.0,3
2344244,3-5,0.00666666666667,0.00666666666667,1.0,3
2344244,3-6,0.04,0.04,1.0,3
2344244,4-0,0.005,0.005,1.0,4
2344244,4-2,0.005,0.005,1.0,4
2344244,4-4,0.005,0.005,1.0,4
2344244,4-5,0.005,0.005,1.0,4
2344244,5-0,0.00666666666667,0.00666666666667,1.0,5
2344244,5-1,0.00666666666667,0.00666666666667,1.0,5
2344244,5-2,0.00666666666667,0.00666666666667,1.0,5
2344244,5-4,0.04,0.04,1.0,5
2344244,6-0,0.00666666666667,0.00666666666667,1.0,6
2344244,6-1,0.00666666666667,0.00666666666667,1.0,6
2344244,6-2,0.00666666666667,0.00666666666667,1.0,6
2344244,7-1,0.01,0.01,1.0,7
2344244,7-2,0.01,0.01,1.0,7
2344244,7-4,0.04,0.04,1.0,7
2344244,8-0,0.01,0.01,1.0,8
2344244,8-1,0.01,0.01,1.0,8
2344244,8-2,0.0,0.04,0.0,8
2344244,9-0,0.01,0.01,1.0,9
2344244,9-1,0.01,0.01,1.0,9
2346306,1-0,0.0,0.0,,1
2346306,1-2,0.0,0.0,,1
2346306,1-3,0.0,0.02,0.0,1
2346306,1-5,0.04,0.04,1.0,1
2346306,2-0,0.005,0.005,1.0,2
2346306,2-1,0.005,0.005,1.0,2
2346306,2-3,0.005,0.005,1.0,2
2346306,2-4,0.005,0.005,1.0,2
2346306,2-6,0.04,0.04,1.0,2
2346306,3-1,0.00666666666667,0.00666666666667,1.0,3
2346306,3-4,0.00666666666667,0.00666666666667,1.0,3
2346306,3-5,0.00666666666667,0.00666666666667,1.0,3
2346306,3-6,0.04,0.04,1.0,3
2346306,4-0,0.005,0.005,1.0,4
2346306,4-2,0.005,0.005,1.0,4
2346306,4-4,0.005,0.005,1.0,4
2346306,4-5,0.005,0.005,1.0,4
2346306,5-0,0.00666666666667,0.00666666666667,1.0,5
2346306,5-1,0.00666666666667,0.00666666666667,1.0,5
2346306,5-2,0.00666666666667,0.00666666666667,1.0,5
2346306,5-4,0.00666666666667,0.04,0.166666666667,5
2346306,6-0,0.00666666666667,0.00666666666667,1.0,6
2346306,6-1,0.00666666666667,0.00666666666667,1.0,6
2346306,6-2,0.00666666666667,0.00666666666667,1.0,6
2346306,7-1,0.00666666666667,0.01,0.666666666667,7
2346306,7-2,0.01,0.01,1.0,7
2346306,7-4,0.01,0.04,0.25,7
2346306,8-0,0.01,0.01,1.0,8
2346306,8-1,0.01,0.01,1.0,8
2346306,9-0,0.01,0.01,1.0,9
2346431,12-1,0.056,0.4,0.14,12
2346431,2-1,0.005,0.005,1.0,2
2349245,1-0,0.0,0.0,,1
2349245,1-2,0.0,0.0,,1
2349245,1-3,0.01,0.02,0.5,1
2349245,1-5,0.04,0.04,1.0,1
2349245,2-0,0.005,0.005,1.0,2
2349245,2-1,0.005,0.005,1.0,2
2349245,2-3,0.005,0.005,1.0,2
2349245,2-4,0.0,0.005,0.0,2
2349245,2-6,0.0,0.04,0.0,2
2350305,1-3,0.01,0.02,0.5,1
2350305,1-5,0.0,0.04,0.0,1
2350305,4-0,0.005,0.005,1.0,4
2350305,4-2,0.005,0.005,1.0,4
2350305,4-4,0.0,0.005,0.0,4
2350305,4-5,0.0,0.005,0.0,4
2350305,5-0,0.00666666666667,0.00666666666667,1.0,5
2350305,5-1,0.00333333333333,0.00666666666667,0.5,5
2350305,5-2,0.0,0.00666666666667,0.0,5
2350305,5-4,0.04,0.04,1.0,5
2350305,6-0,0.00333333333333,0.00666666666667,0.5,6
2350305,6-1,0.0,0.00666666666667,0.0,6
2350305,6-2,0.00333333333333,0.00666666666667,0.5,6
2355831,1-3,0.01,0.02,0.5,1
2355831,1-5,0.04,0.04,1.0,1
2355831,2-4,0.005,0.005,1.0,2
2355831,2-6,0.0133333333333,0.04,0.333333333333,2
2355831,3-4,0.00666666666667,0.00666666666667,1.0,3
2356546,1-3,0.0,0.02,0.0,1
2356546,1-5,0.04,0.04,1.0,1
2356546,10-0,0.01,0.01,1.0,10
2356546,10-1,0.01,0.01,1.0,10
2356546,11-1,0.0800000000001,0.14,0.571428571429,11
2356546,11-2,0.06,0.06,1.0,11
2356546,12-1,0.344,0.4,0.86,12
2356546,2-0,0.005,0.005,1.0,2
2356546,2-1,0.005,0.005,1.0,2
2356546,2-3,0.005,0.005,1.0,2
2356546,2-4,0.0,0.005,0.0,2
2356546,2-6,0.04,0.04,1.0,2
2356546,3-1,0.00333333333333,0.00666666666667,0.5,3
2356546,3-4,0.00666666666667,0.00666666666667,1.0,3
2356546,3-5,0.00666666666667,0.00666666666667,1.0,3
2356546,3-6,0.04,0.04,1.0,3
2356546,4-0,0.0,0.005,0.0,4
2356546,4-2,0.0,0.005,0.0,4
2356546,4-4,0.005,0.005,1.0,4
2356546,4-5,0.005,0.005,1.0,4
2356546,5-0,0.00666666666667,0.00666666666667,1.0,5
2356546,5-1,0.00666666666667,0.00666666666667,1.0,5
2356546,5-2,0.00666666666667,0.00666666666667,1.0,5
2356546,5-4,0.04,0.04,1.0,5
2356546,6-0,0.00666666666667,0.00666666666667,1.0,6
2356546,6-1,0.00666666666667,0.00666666666667,1.0,6
